Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,99.330002,101.400002,99.300003,100.190002,90.610657,8481900
2022-01-04,102.000000,104.680000,101.980003,104.260002,94.291519,8967000
2022-01-05,103.699997,105.029999,101.570000,101.680000,91.958206,10288800
2022-01-06,104.120003,104.209999,100.620003,103.419998,93.531822,10059200
2022-01-07,103.510002,104.529999,102.930000,104.050003,94.101601,6128400
2022-01-10,104.720001,105.099998,102.830002,104.129997,94.173943,8904900
2022-01-11,104.160004,106.089996,103.580002,105.919998,95.792809,7320200
2022-01-12,106.050003,106.470001,102.349998,103.050003,93.197212,10855200
2022-01-13,103.430000,104.349998,102.139999,102.550003,92.745018,6267700
2022-01-14,99.750000,100.470001,97.389999,98.879997,89.425919,16724900
2022-01-18,95.930000,96.440002,92.940002,94.010002,85.021530,21803100
2022-01-19,98.010002,98.250000,94.959999,95.730003,86.577095,19716100
2022-01-20,96.599998,101.959999,96.599998,99.830002,90.285088,22637600
2022-01-21,98.139999,99.559998,96.349998,98.860001,89.407829,22568300
2022-01-24,96.019997,98.320000,93.680000,98.080002,88.702408,19527300
2022-01-25,96.580002,99.830002,95.010002,99.040001,89.570610,16060700
2022-01-26,100.150002,101.750000,98.900002,100.169998,90.592552,13344400
2022-01-27,101.309998,102.230003,99.660004,101.150002,91.478867,17843100
2022-01-28,99.099998,101.919998,98.150002,101.800003,92.708298,14044800
2022-01-31,100.970001,102.739998,100.279999,102.540001,93.382217,8467000
2022-02-01,102.959999,104.099998,102.239998,103.949997,94.666290,7885700
2022-02-02,103.800003,104.300003,102.300003,103.919998,94.638962,9596300
2022-02-03,103.669998,104.099998,102.129997,102.290001,93.154533,5986500
2022-02-04,102.150002,105.019997,102.070000,104.110001,94.812004,7881800
2022-02-07,104.050003,106.180000,103.639999,105.180000,95.786438,9129000
2022-02-08,105.970001,107.320000,105.320000,106.349998,96.851936,9249000
2022-02-09,106.930000,109.080002,106.849998,108.730003,99.019394,11054300
2022-02-10,108.190002,109.730003,107.150002,107.570000,97.962982,8116200
2022-02-11,107.000000,108.389999,103.820000,104.570000,95.230919,9755900
2022-02-14,104.029999,104.500000,101.599998,102.570000,93.409523,11110300
2022-02-15,103.519997,104.349998,102.120003,103.430000,94.192726,6714100
